sku_code,product_id,sellable_id,before_product_title,before_sellable_title,before_full_title,after_sellable_title,after_full_title,status,message
MH9A,353657701,716870640,Brake Activation Rod,Brake Activation Rod,Brake Activation Rod Brake Activation Rod,Standard,Brake Activation Rod Standard,updated,"{""id"": 353657701, ""title"": ""Brake Activation Rod"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:36:46.908Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:30:27.577Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": """
CT16,353657712,716870660,Brake Dog,Brake Dog,Brake Dog Brake Dog,Standard,Brake Dog Standard,updated,"{""id"": 353657712, ""title"": ""Brake Dog"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:36:48.176Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:30:29.145Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": """", ""estimat"
HH13,353657715,716870669,Brake Pin,Brake Pin,Brake Pin Brake Pin,Standard,Brake Pin Standard,updated,"{""id"": 353657715, ""title"": ""Brake Pin"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:36:48.431Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:30:30.921Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": """", ""estimat"
HH14,353657717,716870677,Brake Piston,Brake Piston,Brake Piston Brake Piston,Standard,Brake Piston Standard,updated,"{""id"": 353657717, ""title"": ""Brake Piston"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:36:48.704Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:30:32.331Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": """", ""esti"
MH8,353657719,716870684,Brake Rod Bushing,Brake Rod Bushing,Brake Rod Bushing Brake Rod Bushing,Standard,Brake Rod Bushing Standard,updated,"{""id"": 353657719, ""title"": ""Brake Rod Bushing"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:36:48.965Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:30:33.877Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": """", "
HH12,353657723,716870689,Brake Spring,Brake Spring,Brake Spring Brake Spring,Standard,Brake Spring Standard,updated,"{""id"": 353657723, ""title"": ""Brake Spring"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:36:49.228Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:30:35.292Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": """", ""esti"
CT72,353657728,716870694,Cable,Cable,Cable Cable,Standard,Cable Standard,updated,"{""id"": 353657728, ""title"": ""Cable"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:36:50.092Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:30:36.717Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": """", ""estimated_d"
CT73,353657729,716870696,Cable Drum,Cable Drum,Cable Drum Cable Drum,Standard,Cable Drum Standard,updated,"{""id"": 353657729, ""title"": ""Cable Drum"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:36:50.457Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:30:38.210Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": """", ""estima"
BH26,353657730,716870697,Cam,Cam,Cam Cam,Standard,Cam Standard,updated,"{""id"": 353657730, ""title"": ""Cam"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:36:50.723Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:30:39.643Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": """", ""estimated_del"
BH7,353657731,716870698,Cam Follower,Cam Follower,Cam Follower Cam Follower,Standard,Cam Follower Standard,updated,"{""id"": 353657731, ""title"": ""Cam Follower"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:36:50.989Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:30:41.288Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": """", ""esti"
HH19,353657732,716870699,Cap,Cap,Cap Cap,Standard,Cap Standard,updated,"{""id"": 353657732, ""title"": ""Cap"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:36:51.306Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:30:42.682Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": """", ""estimated_del"
CT35,353657735,716870701,Cap Reinforcing Tab,Cap Reinforcing Tab,Cap Reinforcing Tab Cap Reinforcing Tab,Standard,Cap Reinforcing Tab Standard,updated,"{""id"": 353657735, ""title"": ""Cap Reinforcing Tab"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:36:51.540Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:30:44.120Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": """""
CT55,353657737,716870705,Carriage Guide Rod,Carriage Guide Rod,Carriage Guide Rod Carriage Guide Rod,Standard,Carriage Guide Rod Standard,updated,"{""id"": 353657737, ""title"": ""Carriage Guide Rod"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:36:51.815Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:30:45.509Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": """","
CT56,353657739,716870707,Carriage Guide Rod Stop,Carriage Guide Rod Stop,Carriage Guide Rod Stop Carriage Guide Rod Stop,Standard,Carriage Guide Rod Stop Standard,updated,"{""id"": 353657739, ""title"": ""Carriage Guide Rod Stop"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:36:52.100Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:30:46.960Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"""
CT31,353657742,716870710,Chain Tension & Guide Bracket,Chain Tension & Guide Bracket,Chain Tension & Guide Bracket Chain Tension & Guide Bracket,Standard,Chain Tension & Guide Bracket Standard,updated,"{""id"": 353657742, ""title"": ""Chain Tension & Guide Bracket"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:36:52.391Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:30:48.599Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_pag"
CT83,353657745,716870714,Clutch Dog,Clutch Dog,Clutch Dog Clutch Dog,Standard,Clutch Dog Standard,updated,"{""id"": 353657745, ""title"": ""Clutch Dog"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:36:52.660Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:30:50.098Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": """", ""estima"
CT82,353657746,716870715,Clutch Lever,Clutch Lever,Clutch Lever Clutch Lever,Standard,Clutch Lever Standard,updated,"{""id"": 353657746, ""title"": ""Clutch Lever"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:36:52.930Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:30:51.470Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": """", ""esti"
CT88,353657750,716870722,Clutch Release Rod,Clutch Release Rod,Clutch Release Rod Clutch Release Rod,Standard,Clutch Release Rod Standard,updated,"{""id"": 353657750, ""title"": ""Clutch Release Rod"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:36:53.202Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:30:52.905Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": """","
CT85,353657752,716870725,Clutch Release Shaft,Clutch Release Shaft,Clutch Release Shaft Clutch Release Shaft,Standard,Clutch Release Shaft Standard,updated,"{""id"": 353657752, ""title"": ""Clutch Release Shaft"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:36:53.462Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:30:54.437Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": """
CT81,353657756,716870730,Clutch Return Spring,Clutch Return Spring,Clutch Return Spring Clutch Return Spring,Standard,Clutch Return Spring Standard,updated,"{""id"": 353657756, ""title"": ""Clutch Return Spring"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:36:53.728Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:30:56.088Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": """
HH9,353657759,716870733,Coiled Hydraulic Line,Coiled Hydraulic Line,Coiled Hydraulic Line Coiled Hydraulic Line,Standard,Coiled Hydraulic Line Standard,updated,"{""id"": 353657759, ""title"": ""Coiled Hydraulic Line"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:36:53.989Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:30:57.509Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": "
HP44,353657763,716870737,Collar O-Ring,Collar O-Ring,Collar O-Ring Collar O-Ring,Standard,Collar O-Ring Standard,updated,"{""id"": 353657763, ""title"": ""Collar O-Ring"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:36:54.319Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:30:59.312Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": """", ""est"
AHA,353657766,716870740,Columbia Angle Head Adapter,Columbia Angle Head Adapter,Columbia Angle Head Adapter Columbia Angle Head Adapter,Standard,Columbia Angle Head Adapter Standard,updated,"{""id"": 353657766, ""title"": ""Columbia Angle Head Adapter"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:36:54.583Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:31:02.684Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_"
CMH,353657767,716870741,Columbia Closet Monster Handle,Columbia Closet Monster Handle,Columbia Closet Monster Handle Columbia Closet Monster Handle,Standard,Columbia Closet Monster Handle Standard,updated,"{""id"": 353657767, ""title"": ""Columbia Closet Monster Handle"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:36:54.807Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:31:04.085Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_pa"
CC,353657768,716870742,Columbia Corner Cobra,Columbia Corner Cobra,Columbia Corner Cobra Columbia Corner Cobra,Standard,Columbia Corner Cobra Standard,updated,"{""id"": 353657768, ""title"": ""Columbia Corner Cobra"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:36:55.032Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:31:05.616Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": "
CR,353657771,716870745,Columbia Corner Roller,,Columbia Corner Roller,,,skipped_not_duplicate,
CT86,353657773,716870749,Columbia CT86 – Toe Kicker Cable,Columbia CT86 – Toe Kicker Cable,Columbia CT86 – Toe Kicker Cable Columbia CT86 – Toe Kicker Cable,Standard,Columbia CT86 – Toe Kicker Cable Standard,updated,"{""id"": 353657773, ""title"": ""Columbia CT86 \u2013 Toe Kicker Cable"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:36:55.464Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:31:07.599Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", "
FA259,353657776,716870758,"Columbia FA259 8-32 X 5/16"" Binder Slot","Columbia FA259 8-32 X 5/16"" Binder Slot","Columbia FA259 8-32 X 5/16"" Binder Slot Columbia FA259 8-32 X 5/16"" Binder Slot",Standard,"Columbia FA259 8-32 X 5/16"" Binder Slot Standard",updated,"{""id"": 353657776, ""title"": ""Columbia FA259 8-32 X 5/16\"" Binder Slot"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:36:55.721Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:31:09.158Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """
