SKU,Type,Name,current_image_basenames,parts_meta_hit,classification,best_score,best_reason,best_source,best_basename,best_relpath,top_candidates,top_live_candidates
MP39,simple,Sleeve,columbia-sleeve-mp39-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-sleeve-MP39-1.webp,products/Production/Images/columbia-sleeve-MP39-1.webp,100::current_basename::production_images::columbia-sleeve-MP39-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-mp39-01.webp,100::current_basename::columbia-sleeve-MP39-1.webp
MP5,simple,Head Bushing,columbia-head-bushing-mp5-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-head-bushing-MP5-1.webp,products/Production/Images/columbia-head-bushing-MP5-1.webp,100::current_basename::production_images::columbia-head-bushing-MP5-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-mp5-01.webp,100::current_basename::columbia-head-bushing-MP5-1.webp
MP6,simple,Handle Link,columbia-handle-link-mp6-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-handle-link-MP6-1.webp,products/Production/Images/columbia-handle-link-MP6-1.webp,100::current_basename::production_images::columbia-handle-link-MP6-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-mp6-01.webp,100::current_basename::columbia-handle-link-MP6-1.webp
MP7,simple,Pump Handle,columbia-pump-handle-mp7-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-pump-handle-MP7-1.webp,products/Production/Images/columbia-pump-handle-MP7-1.webp,100::current_basename::production_images::columbia-pump-handle-MP7-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-mp7-01.webp,100::current_basename::columbia-pump-handle-MP7-1.webp
MP8,simple,Leg,columbia-leg-mp8-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-leg-MP8-1.webp,products/Production/Images/columbia-leg-MP8-1.webp,100::current_basename::production_images::columbia-leg-MP8-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-mp8-01.webp,100::current_basename::columbia-leg-MP8-1.webp
MP9C,simple,Connecting Link (MP9C),columbia-connecting-link-mp9c-mp9c-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-connecting-link-mp9c-MP9C-1.webp,products/Production/Images/columbia-connecting-link-mp9c-MP9C-1.webp,100::current_basename::production_images::columbia-connecting-link-mp9c-MP9C-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-mp9c-01.webp | 76::name_overlap_2::production_images::columbia-connecting-link-CT132-1.webp | 76::name_overlap_2::production_images::columbia-connecting-link-fork-MH7-1.webp | 76::name_overlap_2::production_images::columbia-connecting-link-pin-MH5-1.webp,100::current_basename::columbia-connecting-link-mp9c-MP9C-1.webp | 76::name_overlap_2::columbia-connecting-link-CT132-1.webp | 76::name_overlap_2::columbia-connecting-link-fork-MH7-1.webp | 76::name_overlap_2::columbia-connecting-link-pin-MH5-1.webp | 75::name_overlap_2::columbia-handle-connecting-link-CR11-1.webp
ICA4-1,simple,Columbia 4 Wheeled Internal 90° Applicator,columbia-4-wheeled-internal-90-applicator-ica4-1-1.webp | columbia-4-wheeled-internal-90-applicator-ica4-1-2.webp,no,strong_exact,100,current_basename,production_images,columbia-4-wheeled-internal-90-applicator-ICA4-1-1.webp,products/Production/Images/columbia-4-wheeled-internal-90-applicator-ICA4-1-1.webp,100::current_basename::production_images::columbia-4-wheeled-internal-90-applicator-ICA4-1-1.webp | 100::current_basename::production_images::columbia-4-wheeled-internal-90-applicator-ICA4-1-2.webp | 96::sku_boundary::columbia_structured_scrape::columbia-ICA4-1-01.webp | 96::sku_boundary::columbia_structured_scrape::columbia-ICA4-1-02.webp | 90::sku_compact::production_images::columbia-4-wheel-inside-corner-applicator-ica41-1.webp,100::current_basename::columbia-4-wheeled-internal-90-applicator-ICA4-1-1.webp | 100::current_basename::columbia-4-wheeled-internal-90-applicator-ICA4-1-2.webp | 90::sku_compact::columbia-4-wheel-inside-corner-applicator-ica41-1.webp | 77::name_overlap_2::columbia-external-90-applicator-CEXT90-1.webp | 77::name_overlap_2::columbia-external-90-applicator-CEXT90-2.webp
COL-ANGLE-HEAD,variable,Columbia Angle Head,columbia-angle-head-2-2ah-1.webp | columbia-angle-head-2-2ah-2.webp | columbia-angle-head-2-2ah-3.webp | columbia-angle-head-2-5-2-5ah-1.webp | columbia-angle-head-2-5-2-5ah-2.webp | columbia-angle-head-2-5-2-5ah-3.webp | columbia-angle-head-3-3ah-1.webp | columbia-angle-head-3-3ah-2.webp | columbia-angle-head-3-3ah-3.webp | columbia-angle-head-3-5-3-5ah-1.webp,no,strong_exact,100,current_basename,production_images,columbia-angle-head-2-2AH-1.webp,products/Production/Images/columbia-angle-head-2-2AH-1.webp,100::current_basename::production_images::columbia-angle-head-2-2AH-1.webp | 100::current_basename::production_images::columbia-angle-head-2-2AH-2.webp | 100::current_basename::production_images::columbia-angle-head-2-2AH-3.webp | 100::current_basename::production_images::columbia-angle-head-2-5-2-5AH-1.webp | 100::current_basename::production_images::columbia-angle-head-2-5-2-5AH-2.webp,100::current_basename::columbia-angle-head-2-2AH-1.webp | 100::current_basename::columbia-angle-head-2-2AH-2.webp | 100::current_basename::columbia-angle-head-2-2AH-3.webp | 100::current_basename::columbia-angle-head-2-5-2-5AH-1.webp | 100::current_basename::columbia-angle-head-2-5-2-5AH-2.webp
2-5AH,variation,"Columbia Angle Head -  2.5""",columbia-angle-head-2-5-2-5ah-1.webp,no,strong_exact,100,current_basename,production_images,columbia-angle-head-2-5-2-5AH-1.webp,products/Production/Images/columbia-angle-head-2-5-2-5AH-1.webp,100::current_basename::production_images::columbia-angle-head-2-5-2-5AH-1.webp | 96::sku_boundary::columbia_structured_scrape::columbia-2-5AH-01.webp | 96::sku_boundary::columbia_structured_scrape::columbia-2-5AH-02.webp | 96::sku_boundary::columbia_structured_scrape::columbia-2-5AH-03.webp | 90::sku_compact::production_images::asgard-angle-head-2-5-AH25-AD-1.webp,100::current_basename::columbia-angle-head-2-5-2-5AH-1.webp | 90::sku_compact::asgard-angle-head-2-5-AH25-AD-1.webp | 90::sku_compact::columbia-25-anglehead-25ah-1.webp | 90::sku_compact::columbia-angle-head-2-5-2-5AH-2.webp | 90::sku_compact::columbia-angle-head-2-5-2-5AH-3.webp
3-5AH,variation,"Columbia Angle Head -  3.5""",columbia-angle-head-3-5-3-5ah-1.webp,no,strong_exact,100,current_basename,production_images,columbia-angle-head-3-5-3-5AH-1.webp,products/Production/Images/columbia-angle-head-3-5-3-5AH-1.webp,100::current_basename::production_images::columbia-angle-head-3-5-3-5AH-1.webp | 96::sku_boundary::columbia_structured_scrape::columbia-3-5AH-01.webp | 96::sku_boundary::columbia_structured_scrape::columbia-3-5AH-02.webp | 96::sku_boundary::columbia_structured_scrape::columbia-3-5AH-03.webp | 90::sku_compact::production_images::asgard-angle-head-3-5-AH35-AD-1.webp,100::current_basename::columbia-angle-head-3-5-3-5AH-1.webp | 90::sku_compact::asgard-angle-head-3-5-AH35-AD-1.webp | 90::sku_compact::columbia-35-anglehead-35ah-1.webp | 90::sku_compact::columbia-angle-head-3-5-3-5AH-2.webp | 90::sku_compact::columbia-angle-head-3-5-3-5AH-3.webp
COL-CAM-LOCK-TUBE,variable,Columbia Cam Lock Tube,columbia-cam-lock-tube-24-clt24-1.webp | columbia-cam-lock-tube-24-clt24-2.webp,no,strong_exact,100,current_basename,production_images,columbia-cam-lock-tube-24-CLT24-1.webp,products/Production/Images/columbia-cam-lock-tube-24-CLT24-1.webp,100::current_basename::production_images::columbia-cam-lock-tube-24-CLT24-1.webp | 100::current_basename::production_images::columbia-cam-lock-tube-24-CLT24-2.webp | 80::name_overlap_3::columbia_structured_scrape::columbia-CLTBF-01.webp | 80::name_overlap_3::columbia_structured_scrape::columbia-CLTBF-02.webp | 80::name_overlap_3::columbia_structured_scrape::columbia-CLTBF-03.webp,100::current_basename::columbia-cam-lock-tube-24-CLT24-1.webp | 100::current_basename::columbia-cam-lock-tube-24-CLT24-2.webp | 68::name_ratio::columbia-cable-CT72-1.webp | 68::name_ratio::columbia-cable-CT72-2.webp | 68::name_ratio::columbia-cam-BH26-1.webp
COL-COMBO-FLUSHER,variable,Columbia Combo Flusher,columbia-combo-flusher-2-5-2-5csf-1.webp,no,strong_exact,100,current_basename,production_images,columbia-combo-flusher-2-5-2-5CSF-1.webp,products/Production/Images/columbia-combo-flusher-2-5-2-5CSF-1.webp,100::current_basename::production_images::columbia-combo-flusher-2-5-2-5CSF-1.webp | 71::name_ratio::production_images::columbia-25-combo-flusher-25csf-1.webp | 71::name_ratio::production_images::columbia-35-combo-flusher-35csf-1.webp | 68::name_ratio::production_images::columbia-box-filler-BF-1.webp | 68::name_ratio::production_images::columbia-cam-follower-BH7-1.webp,100::current_basename::columbia-combo-flusher-2-5-2-5CSF-1.webp | 71::name_ratio::columbia-25-combo-flusher-25csf-1.webp | 71::name_ratio::columbia-35-combo-flusher-35csf-1.webp | 68::name_ratio::columbia-box-filler-BF-1.webp | 68::name_ratio::columbia-cam-follower-BH7-1.webp
2-5CSF,variation,"Columbia Combo Flusher -  2.5""",columbia-combo-flusher-2-5-2-5csf-1.webp,no,strong_exact,100,current_basename,production_images,columbia-combo-flusher-2-5-2-5CSF-1.webp,products/Production/Images/columbia-combo-flusher-2-5-2-5CSF-1.webp,100::current_basename::production_images::columbia-combo-flusher-2-5-2-5CSF-1.webp | 96::sku_boundary::columbia_structured_scrape::columbia-2-5CSF-01.webp | 90::sku_compact::production_images::columbia-25-combo-flusher-25csf-1.webp | 86::sku_compact::tsw_output::Columbia-25CSF-01.webp | 71::name_ratio::production_images::columbia-35-combo-flusher-35csf-1.webp,100::current_basename::columbia-combo-flusher-2-5-2-5CSF-1.webp | 90::sku_compact::columbia-25-combo-flusher-25csf-1.webp | 71::name_ratio::columbia-35-combo-flusher-35csf-1.webp | 69::name_ratio::columbia-box-filler-BF-1.webp | 69::name_ratio::columbia-direct-flusher-2-5-2-5DF-1.webp
3-5CSF,variation,"Columbia Combo Flusher -  3.5""",columbia-combo-flusher-2-5-2-5csf-1.webp,no,strong_exact,100,current_basename,production_images,columbia-combo-flusher-2-5-2-5CSF-1.webp,products/Production/Images/columbia-combo-flusher-2-5-2-5CSF-1.webp,100::current_basename::production_images::columbia-combo-flusher-2-5-2-5CSF-1.webp | 90::sku_compact::production_images::columbia-35-combo-flusher-35csf-1.webp | 86::sku_compact::tsw_output::Columbia-35CSF-01.webp | 71::name_ratio::production_images::columbia-25-combo-flusher-25csf-1.webp | 69::name_ratio::production_images::columbia-box-filler-BF-1.webp,100::current_basename::columbia-combo-flusher-2-5-2-5CSF-1.webp | 90::sku_compact::columbia-35-combo-flusher-35csf-1.webp | 71::name_ratio::columbia-25-combo-flusher-25csf-1.webp | 69::name_ratio::columbia-box-filler-BF-1.webp | 68::name_ratio::columbia-35-direct-corner-flusher-35df-1.webp
COL-COMPOUND-TUBE,variable,Columbia Compound Tube,columbia-compound-tube-24-cmt24-1.webp,no,strong_exact,100,current_basename,production_images,columbia-compound-tube-24-CMT24-1.webp,products/Production/Images/columbia-compound-tube-24-CMT24-1.webp,100::current_basename::production_images::columbia-compound-tube-24-CMT24-1.webp | 76::name_overlap_2::production_images::columbia-compound-tube-box-filler-cltbf-1.webp | 76::name_overlap_2::production_images::columbia-compound-tube-box-filler-cltbf-2.webp | 76::name_overlap_2::production_images::columbia-compound-tube-box-filler-cltbf-3.webp | 76::name_overlap_2::production_images::columbia-compound-tube-box-filler-cltbf-4.webp,100::current_basename::columbia-compound-tube-24-CMT24-1.webp | 76::name_overlap_2::columbia-compound-tube-box-filler-cltbf-1.webp | 76::name_overlap_2::columbia-compound-tube-box-filler-cltbf-2.webp | 76::name_overlap_2::columbia-compound-tube-box-filler-cltbf-3.webp | 76::name_overlap_2::columbia-compound-tube-box-filler-cltbf-4.webp
COL-DIRECT-FLUSHER,variable,Columbia Direct Flusher,columbia-direct-flusher-2-5-2-5df-1.webp | columbia-direct-flusher-3-widetrack-3wtdf-1.webp,no,strong_exact,100,current_basename,production_images,columbia-direct-flusher-2-5-2-5DF-1.webp,products/Production/Images/columbia-direct-flusher-2-5-2-5DF-1.webp,100::current_basename::production_images::columbia-direct-flusher-2-5-2-5DF-1.webp | 100::current_basename::production_images::columbia-direct-flusher-3-widetrack-3WTDF-1.webp | 69::name_ratio::production_images::columbia-25-direct-corner-flusher-25df-1.webp | 69::name_ratio::production_images::columbia-35-direct-corner-flusher-35df-1.webp | 68::name_ratio::production_images::columbia-cut-washer-CR4-1.webp,100::current_basename::columbia-direct-flusher-2-5-2-5DF-1.webp | 100::current_basename::columbia-direct-flusher-3-widetrack-3WTDF-1.webp | 69::name_ratio::columbia-25-direct-corner-flusher-25df-1.webp | 69::name_ratio::columbia-35-direct-corner-flusher-35df-1.webp | 68::name_ratio::columbia-cut-washer-CR4-1.webp
2-5DF,variation,"Columbia Direct Flusher -  2.5""",columbia-direct-flusher-2-5-2-5df-1.webp,no,strong_exact,100,current_basename,production_images,columbia-direct-flusher-2-5-2-5DF-1.webp,products/Production/Images/columbia-direct-flusher-2-5-2-5DF-1.webp,100::current_basename::production_images::columbia-direct-flusher-2-5-2-5DF-1.webp | 96::sku_boundary::columbia_structured_scrape::columbia-2-5DF-01.webp | 90::sku_compact::production_images::columbia-25-direct-corner-flusher-25df-1.webp | 86::sku_compact::tsw_output::Columbia-25DF-01.webp | 69::name_ratio::production_images::columbia-25-combo-flusher-25csf-1.webp,100::current_basename::columbia-direct-flusher-2-5-2-5DF-1.webp | 90::sku_compact::columbia-25-direct-corner-flusher-25df-1.webp | 69::name_ratio::columbia-25-combo-flusher-25csf-1.webp | 69::name_ratio::columbia-35-direct-corner-flusher-35df-1.webp | 69::name_ratio::columbia-combo-flusher-2-5-2-5CSF-1.webp
3-5DF,variation,"Columbia Direct Flusher -  3.5""",columbia-direct-flusher-2-5-2-5df-1.webp,no,strong_exact,100,current_basename,production_images,columbia-direct-flusher-2-5-2-5DF-1.webp,products/Production/Images/columbia-direct-flusher-2-5-2-5DF-1.webp,100::current_basename::production_images::columbia-direct-flusher-2-5-2-5DF-1.webp | 90::sku_compact::production_images::columbia-35-direct-corner-flusher-35df-1.webp | 86::sku_compact::tsw_output::Columbia-35DF-01.webp | 69::name_ratio::production_images::columbia-25-direct-corner-flusher-25df-1.webp | 69::name_ratio::production_images::columbia-35-combo-flusher-35csf-1.webp,100::current_basename::columbia-direct-flusher-2-5-2-5DF-1.webp | 90::sku_compact::columbia-35-direct-corner-flusher-35df-1.webp | 69::name_ratio::columbia-25-direct-corner-flusher-25df-1.webp | 69::name_ratio::columbia-35-combo-flusher-35csf-1.webp | 69::name_ratio::columbia-direct-flusher-3-widetrack-3WTDF-1.webp
4DF,variation,"Columbia Direct Flusher -  4""",columbia-direct-flusher-2-5-2-5df-1.webp,no,strong_exact,100,current_basename,production_images,columbia-direct-flusher-2-5-2-5DF-1.webp,products/Production/Images/columbia-direct-flusher-2-5-2-5DF-1.webp,100::current_basename::production_images::columbia-direct-flusher-2-5-2-5DF-1.webp | 69::name_ratio::production_images::columbia-25-direct-corner-flusher-25df-1.webp | 69::name_ratio::production_images::columbia-35-direct-corner-flusher-35df-1.webp | 69::name_ratio::production_images::columbia-cut-washer-CR4-1.webp | 69::name_ratio::production_images::columbia-direct-flusher-3-widetrack-3WTDF-1.webp,100::current_basename::columbia-direct-flusher-2-5-2-5DF-1.webp | 69::name_ratio::columbia-25-direct-corner-flusher-25df-1.webp | 69::name_ratio::columbia-35-direct-corner-flusher-35df-1.webp | 69::name_ratio::columbia-cut-washer-CR4-1.webp | 69::name_ratio::columbia-direct-flusher-3-widetrack-3WTDF-1.webp
COL-FAT-BOY-SMOOTHING-BLADE,variable,Columbia Fat Boy Smoothing Blade,columbia-fat-boy-smoothing-blade-7-fsb7-1.webp | columbia-fat-boy-smoothing-blade-7-fsb7-2.webp | columbia-fat-boy-smoothing-blade-7-fsb7-3.webp,no,strong_exact,100,current_basename,production_images,columbia-fat-boy-smoothing-blade-7-FSB7-1.webp,products/Production/Images/columbia-fat-boy-smoothing-blade-7-FSB7-1.webp,100::current_basename::production_images::columbia-fat-boy-smoothing-blade-7-FSB7-1.webp | 100::current_basename::production_images::columbia-fat-boy-smoothing-blade-7-FSB7-2.webp | 100::current_basename::production_images::columbia-fat-boy-smoothing-blade-7-FSB7-3.webp | 69::name_ratio::production_images::columbia-7-tomahawk-smoothing-blade-tsb7-1.webp | 69::name_ratio::production_images::columbia-7-tomahawk-smoothing-blade-tsb7-6.webp,100::current_basename::columbia-fat-boy-smoothing-blade-7-FSB7-1.webp | 100::current_basename::columbia-fat-boy-smoothing-blade-7-FSB7-2.webp | 100::current_basename::columbia-fat-boy-smoothing-blade-7-FSB7-3.webp | 69::name_ratio::columbia-7-tomahawk-smoothing-blade-tsb7-1.webp | 69::name_ratio::columbia-7-tomahawk-smoothing-blade-tsb7-6.webp
FSB7,variation,"Columbia Fat Boy Smoothing Blade -  7""",columbia-fat-boy-smoothing-blade-7-fsb7-1.webp,no,strong_exact,100,current_basename,production_images,columbia-fat-boy-smoothing-blade-7-FSB7-1.webp,products/Production/Images/columbia-fat-boy-smoothing-blade-7-FSB7-1.webp,100::current_basename::production_images::columbia-fat-boy-smoothing-blade-7-FSB7-1.webp | 96::sku_boundary::columbia_structured_scrape::columbia-FSB7-01.webp | 96::sku_boundary::columbia_structured_scrape::columbia-FSB7-02.webp | 96::sku_boundary::columbia_structured_scrape::columbia-FSB7-03.webp | 90::sku_compact::production_images::columbia-fat-boy-smoothing-blade-7-FSB7-2.webp,100::current_basename::columbia-fat-boy-smoothing-blade-7-FSB7-1.webp | 90::sku_compact::columbia-fat-boy-smoothing-blade-7-FSB7-2.webp | 90::sku_compact::columbia-fat-boy-smoothing-blade-7-FSB7-3.webp | 69::name_ratio::columbia-7-tomahawk-smoothing-blade-tsb7-1.webp | 69::name_ratio::columbia-7-tomahawk-smoothing-blade-tsb7-6.webp
FSB10,variation,"Columbia Fat Boy Smoothing Blade -  10""",columbia-fat-boy-smoothing-blade-7-fsb7-1.webp,no,strong_exact,100,current_basename,production_images,columbia-fat-boy-smoothing-blade-7-FSB7-1.webp,products/Production/Images/columbia-fat-boy-smoothing-blade-7-FSB7-1.webp,100::current_basename::production_images::columbia-fat-boy-smoothing-blade-7-FSB7-1.webp | 72::name_ratio::production_images::columbia-fat-boy-smoothing-blade-7-FSB7-2.webp | 72::name_ratio::production_images::columbia-fat-boy-smoothing-blade-7-FSB7-3.webp | 69::name_ratio::production_images::columbia-10-tomahawk-smoothing-blade-tsb10-1.webp | 69::name_ratio::production_images::columbia-12-tomahawk-smoothing-blade-tsb12-1.webp,100::current_basename::columbia-fat-boy-smoothing-blade-7-FSB7-1.webp | 72::name_ratio::columbia-fat-boy-smoothing-blade-7-FSB7-2.webp | 72::name_ratio::columbia-fat-boy-smoothing-blade-7-FSB7-3.webp | 69::name_ratio::columbia-10-tomahawk-smoothing-blade-tsb10-1.webp | 69::name_ratio::columbia-12-tomahawk-smoothing-blade-tsb12-1.webp
FSB12,variation,"Columbia Fat Boy Smoothing Blade -  12""",columbia-fat-boy-smoothing-blade-7-fsb7-1.webp,no,strong_exact,100,current_basename,production_images,columbia-fat-boy-smoothing-blade-7-FSB7-1.webp,products/Production/Images/columbia-fat-boy-smoothing-blade-7-FSB7-1.webp,100::current_basename::production_images::columbia-fat-boy-smoothing-blade-7-FSB7-1.webp | 72::name_ratio::production_images::columbia-fat-boy-smoothing-blade-7-FSB7-2.webp | 72::name_ratio::production_images::columbia-fat-boy-smoothing-blade-7-FSB7-3.webp | 69::name_ratio::production_images::columbia-10-tomahawk-smoothing-blade-tsb10-1.webp | 69::name_ratio::production_images::columbia-12-tomahawk-smoothing-blade-tsb12-1.webp,100::current_basename::columbia-fat-boy-smoothing-blade-7-FSB7-1.webp | 72::name_ratio::columbia-fat-boy-smoothing-blade-7-FSB7-2.webp | 72::name_ratio::columbia-fat-boy-smoothing-blade-7-FSB7-3.webp | 69::name_ratio::columbia-10-tomahawk-smoothing-blade-tsb10-1.webp | 69::name_ratio::columbia-12-tomahawk-smoothing-blade-tsb12-1.webp
