Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Brands,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 used for variations,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 used for variations,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 used for variations,Attribute 3 global,meta: _mpn,meta:_dtb_seo_title,meta:_dtb_seo_description
variation,EHC07-AD,,Asgard MAXXBOX Finishing Box - [EHC07-AD],1,0,visible,,,,,taxable,,1,,,0,0,4,,,,1,,,403.00,Drywall Finishing Tools > Asgard > Automatic Taping Tools,"Asgard, Automatic Taping Tools, EHC07-AD, EHC10-AD, EHC12-AD, MAXXBOX, finishing box, flat box, flatbox, maxx box",,,,,ASG-ASGARD-MAXXBOX-FINISHING-BOX,,,,,,1,Asgard,Size,"7""",,1,1,,,,,,,,,,,EHC07-AD,,
variation,EHC10-AD,,Asgard MAXXBOX Finishing Box - [EHC10-AD],1,0,visible,,,,,taxable,,1,,,0,0,4.5,,,,1,,,413.00,Drywall Finishing Tools > Asgard > Automatic Taping Tools,"Asgard, Automatic Taping Tools, EHC07-AD, EHC10-AD, EHC12-AD, MAXXBOX, finishing box, flat box, flatbox, maxx box",,,,,ASG-ASGARD-MAXXBOX-FINISHING-BOX,,,,,,2,Asgard,Size,"10""",,1,1,,,,,,,,,,,EHC10-AD,,
variation,EHC12-AD,,Asgard MAXXBOX Finishing Box - [EHC12-AD],1,0,visible,,,,,taxable,,1,,,0,0,5,,,,1,,,458.00,Drywall Finishing Tools > Asgard > Automatic Taping Tools,"Asgard, Automatic Taping Tools, EHC07-AD, EHC10-AD, EHC12-AD, MAXXBOX, finishing box, flat box, flatbox, maxx box",,,,,ASG-ASGARD-MAXXBOX-FINISHING-BOX,,,,,,3,Asgard,Size,"12""",,1,1,,,,,,,,,,,EHC12-AD,,
simple,NS03-AD,,Asgard Nail Spotter – Head Only - [NS03-AD],1,0,visible,The Asgard® Nail Spotter is used to fill the depressions left from the nails or screw heads during installation of the drywall. The Nail Spotter features an easy clean box design that removes excess compound at the same time as filling the depressions. The hardened steel skid plate allows the Nail Spotter to move al...,"<p>The Asgard® Nail Spotter is used to fill the depressions left from the nails or screw heads during installation of the drywall. The Nail Spotter features an easy clean box design that removes excess compound at the same time as filling the depressions. The hardened steel skid plate allows the Nail Spotter to move along the wall smoothly while protecting the stainless steel blade from nail or screw heads that were not fully set below the surface of the drywall. The NS01-AD Nail Spotter attaches to the XH-AD extension handle or FH-AD fiberglass handle (sold separately). The Nail Spotter is also used to quickly identify fasteners that were not properly set during the installation of the gypsum board. Before starting to apply joint tape, run the Nail Spotter over all the fasteners (walls and ceilings). If you hear a “click”, the fastener should be set deeper to avoid damage to the other tools. You can also use the Nail Spotter to apply joint compound to the outside edges of internal corners. This is a quick and efficient way to clean up any edges that may have been left by the Angle Heads due to corners that are slightly out of square.</p> <ul> <li>Fills depressions left from the heads of nails or screws in drywall</li> <li>Removes excess joint compound after filling dimples</li> <li>Quickly identifies improperly set fasteners</li> </ul> <h3>Features</h3> <ul> <li>Weight - 1.50 lb(s)</li> <li>Easy Clean Design</li> <li>Stainless Steel construction</li> <li>Skid Design extends blade life over wheel designs</li> </ul> <ul></ul> <ul></ul> <ul></ul>",,,taxable,,1,,,0,0,3,,,,1,,,298.00,Drywall Finishing Tools > Asgard > Automatic Taping Tools,"Asgard, Automatic Taping Tools, NS03-AD, nail spotter, nailspotter",,,,,,,,,,,0,Asgard,,,,,,,,,,,,,,,,NS03-AD,,
variable,ASG-ASGARD-POWER-ASSIST-MAXXBOX-FINISHING-BOX,,"Asgard Power Assist MAXXBOX Finishing Box - [PA07-AD, PA10-AD, PA12-AD]",1,0,visible,The Asgard® Power Assist® Finishing Box requires 50% less effort to automatically dispense the proper amount of joint compound and feather the edges of butt joints and flat joints in one pass. Simply place the blade on the joint first then apply the wheels to activate the Power Assist mechanism. The Power Assist® fi...,<p>The Asgard® Power Assist® Finishing Box requires 50% less effort to automatically dispense the proper amount of joint compound and feather the edges of butt joints and flat joints in one pass. Simply place the blade on the joint first then apply the wheels to activate the Power Assist mechanism. The Power Assist® finishing boxes from Asgard® provide the extra capacity you want with half the effort required from other high-capacity finishing boxes. The adjustable crown setting dial allows you to easily adjust the amount of joint compound applied over the tape on the drywall joint. This is very helpful when progressing from the first embedding application to the second or third finishing coat. The pivoting axle helps to compensate when the gypsum board on one side of the joint is higher than the other side of the joint.</p> <ul> <li>Applies first coat of joint compound to embed tape at butt joints and flat joints on walls and ceilings</li> <li>Finishes butt joints and flat joints on walls and ceilings</li> <li>Feathers edges of butt joints and flat joints</li> </ul> <h3>Features</h3> <ul> <li>Reverse Springs for power-assisted finishing</li> <li>EasyClean Pressure Plate</li> <li>Anodized Aluminum Box</li> <li>Adjustable Crown Control</li> <li>Solid Brass Blade Holder</li> <li>Pivoting Axle</li> </ul>,,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > Asgard > Automatic Taping Tools,"Asgard, Automatic Taping Tools, PA07-AD, PA10-AD, PA12-AD, auto box, auto flat, auto flat box, automatic, finishing box, flat box, power assist",,,,,,,,,,,0,Asgard,Size,"7"" | 10"" | 12""",1,1,1,,,,,,,,,,,"PA07-AD, PA10-AD, PA12-AD",,
variation,PA07-AD,,Asgard Power Assist MAXXBOX Finishing Box - [PA07-AD],1,0,visible,,,,,taxable,,1,,,0,0,3,,,,1,,,472.00,Drywall Finishing Tools > Asgard > Automatic Taping Tools,"Asgard, Automatic Taping Tools, PA07-AD, PA10-AD, PA12-AD, auto box, auto flat, auto flat box, automatic, finishing box, flat box, power assist",,,,,ASG-ASGARD-POWER-ASSIST-MAXXBOX-FINISHING-BOX,,,,,,1,Asgard,Size,"7""",,1,1,,,,,,,,,,,PA07-AD,,
variation,PA10-AD,,Asgard Power Assist MAXXBOX Finishing Box - [PA10-AD],1,0,visible,,,,,taxable,,1,,,0,0,3,,,,1,,,488.00,Drywall Finishing Tools > Asgard > Automatic Taping Tools,"Asgard, Automatic Taping Tools, PA07-AD, PA10-AD, PA12-AD, auto box, auto flat, auto flat box, automatic, finishing box, flat box, power assist",,,,,ASG-ASGARD-POWER-ASSIST-MAXXBOX-FINISHING-BOX,,,,,,2,Asgard,Size,"10""",,1,1,,,,,,,,,,,PA10-AD,,
variation,PA12-AD,,Asgard Power Assist MAXXBOX Finishing Box - [PA12-AD],1,0,visible,,,,,taxable,,1,,,0,0,3,,,,1,,,503.00,Drywall Finishing Tools > Asgard > Automatic Taping Tools,"Asgard, Automatic Taping Tools, PA07-AD, PA10-AD, PA12-AD, auto box, auto flat, auto flat box, automatic, finishing box, flat box, power assist",,,,,ASG-ASGARD-POWER-ASSIST-MAXXBOX-FINISHING-BOX,,,,,,3,Asgard,Size,"12""",,1,1,,,,,,,,,,,PA12-AD,,
simple,AT01-AD,,Asgard The HAMMER™ Automatic Taper - [AT01-AD],1,0,visible,The Asgard® “HAMMER™” Automatic Taper redefines Value. The Taper simultaneously applies joint tape and the correct amount of joint compound for all drywall joints - dramatically improving taping efficiency. Model AT01-AD features stainless steel side plates plus a hard anodized push rod and cable drum to prevent cor...,<p>The Asgard® “HAMMER™” Automatic Taper redefines Value. The Taper simultaneously applies joint tape and the correct amount of joint compound for all drywall joints - dramatically improving taping efficiency. Model AT01-AD features stainless steel side plates plus a hard anodized push rod and cable drum to prevent corrosion and provide long life. The HAMMER has enclosed rollers on the control tube to provide the most comfortable grip and protect your hands from the pinching that can occur with other brands and the control tube flange provides a positive grip to cut the tape when extending for high ceilings. The smaller diameter of the new tube protector provides maximum comfort and requires no tools to remove for easy cleaning and cable replacement.</p> <ul> <li>Applies joint compound and joint tape to butt joints and flat joints on walls and ceilings</li> <li>Applies joint compound and joint tape to internal corners on walls and ceilings</li> </ul>,,,taxable,,1,,,0,0,9.25,,,,1,,,1402.00,Drywall Finishing Tools > Asgard > Automatic Taping Tools,"AT01-AD, Asgard, Automatic Taping Tools, bazooka, taper, the hammer",,,,,,,,,,,0,Asgard,,,,,,,,,,,,,,,,AT01-AD,,
simple,AH1-2,,"Head Casting -2"" - [AH1-2]",1,0,visible,,<p>Angle Head Schematic (2014) Download schematic</p>,,,taxable,,1,,,0,0,0.02,,,,1,,,155.00,Drywall Finishing Tools > Columbia > Parts,"Columbia, Columbia Angle Head Repair Parts, Parts, Repair Parts",,,,,,,,,,,0,Columbia,,,,,,,,,,,,,,,,AH1-2,,
simple,AH1-2.5,,"Head Casting- 2.5"" - [AH1-2.5]",1,0,visible,,<p>Angle Head Schematic (2014) Download schematic</p>,,,taxable,,1,,,0,0,0.02,,,,1,,,155.00,Drywall Finishing Tools > Columbia > Parts,"Columbia, Columbia Angle Head Repair Parts, Parts, Repair Parts",,,,,,,,,,,0,Columbia,,,,,,,,,,,,,,,,AH1-2.5,,
simple,AH1-3,,"Head Casting -3"" - [AH1-3]",1,0,visible,,<p>Angle Head Schematic (2014) Download schematic</p>,,,taxable,,1,,,0,0,0.02,,,,1,,,155.00,Drywall Finishing Tools > Columbia > Parts,"Columbia, Columbia Angle Head Repair Parts, Parts, Repair Parts",,,,,,,,,,,0,Columbia,,,,,,,,,,,,,,,,AH1-3,,
simple,AH1-3.5,,"Head Casting - 3.5"" - [AH1-3.5]",1,0,visible,,<p>Angle Head Schematic (2014) Download schematic</p>,,,taxable,,0,,,0,0,0.02,,,,1,,,155.00,Drywall Finishing Tools > Columbia > Parts,"Columbia, Columbia Angle Head Repair Parts, Parts, Repair Parts",,,,,,,,,,,0,Columbia,,,,,,,,,,,,,,,,AH1-3.5,,
simple,AH18,,Socket Wear Cap - [AH18],1,0,visible,,<p>Angle Head Schematic (2014) Download schematic</p>,,,taxable,,1,,,0,0,0.02,,,,1,,,9.00,Drywall Finishing Tools > Columbia > Parts,"Columbia, Columbia Angle Head Repair Parts, Parts, Repair Parts",,,,,,,,,,,0,Columbia,,,,,,,,,,,,,,,,AH18,,
simple,AH1A,,Spring Housing - [AH1A],1,0,visible,,<p>Angle Head Schematic (2014) Download schematic</p>,,,taxable,,1,,,0,0,0.02,,,,1,,,8.00,Drywall Finishing Tools > Columbia > Parts,"Columbia, Columbia Angle Head Repair Parts, Parts, Repair Parts",,,,,,,,,,,0,Columbia,,,,,,,,,,,,,,,,AH1A,,
simple,AH1B,,Return Spring - [AH1B],1,0,visible,,<p>Angle Head Schematic (2014) Download schematic</p>,,,taxable,,1,,,0,0,0.02,,,,1,,,3.00,Drywall Finishing Tools > Columbia > Parts,"Columbia, Columbia Angle Head Repair Parts, Parts, Repair Parts",,,,,,,,,,,0,Columbia,,,,,,,,,,,,,,,,AH1B,,
simple,AH3-2,,"2"" Top Blade - [AH3-2]",1,0,visible,,<p>Angle Head Schematic (2014) Download schematic</p>,,,taxable,,1,,,0,0,0.02,,,,1,,,25.00,Drywall Finishing Tools > Columbia > Parts,"Columbia, Columbia Angle Head Repair Parts, Parts, Repair Parts",,,,,,,,,,,0,Columbia,,,,,,,,,,,,,,,,AH3-2,,
simple,AH3-2.5,,"2.5"" Top Blade - [AH3-2.5]",1,0,visible,,<p>Angle Head Schematic (2014) Download schematic</p>,,,taxable,,1,,,0,0,0.02,,,,1,,,25.00,Drywall Finishing Tools > Columbia > Parts,"Columbia, Columbia Angle Head Repair Parts, Parts, Repair Parts",,,,,,,,,,,0,Columbia,,,,,,,,,,,,,,,,AH3-2.5,,
simple,AH3-3,,"3"" Top Blade - [AH3-3]",1,0,visible,,<p>Angle Head Schematic (2014) Download schematic</p>,,,taxable,,1,,,0,0,0.02,,,,1,,,28.00,Drywall Finishing Tools > Columbia > Parts,"Columbia, Columbia Angle Head Repair Parts, Parts, Repair Parts",,,,,,,,,,,0,Columbia,,,,,,,,,,,,,,,,AH3-3,,
simple,AH3-3.5,,"3.5"" Top Blade - [AH3-3.5]",1,0,visible,,<p>Angle Head Schematic (2014) Download schematic</p>,,,taxable,,1,,,0,0,0.02,,,,1,,,25.00,Drywall Finishing Tools > Columbia > Parts,"Columbia, Columbia Angle Head Repair Parts, Parts, Repair Parts",,,,,,,,,,,0,Columbia,,,,,,,,,,,,,,,,AH3-3.5,,
simple,AH4,,Side Blade - [AH4],1,0,visible,,<p>Angle Head Schematic (2014) Download schematic</p>,,,taxable,,1,,,0,0,0.02,,,,1,,,4.00,Drywall Finishing Tools > Columbia > Parts,"Columbia, Columbia Angle Head Repair Parts, Parts, Repair Parts",,,,,,,,,,,0,Columbia,,,,,,,,,,,,,,,,AH4,,
simple,AH5,,Frame Retainer Clip - [AH5],1,0,visible,,<p>Angle Head Schematic (2014) Download schematic</p>,,,taxable,,1,,,0,0,0.02,,,,1,,,2.00,Drywall Finishing Tools > Columbia > Parts,"Columbia, Columbia Angle Head Repair Parts, Parts, Repair Parts",,,,,,,,,,,0,Columbia,,,,,,,,,,,,,,,,AH5,,
simple,AH6A,,Funnel Retainer Clip - [AH6A],1,0,visible,,<p>Angle Head Schematic (2014) Download schematic</p>,,,taxable,,1,,,0,0,0.02,,,,1,,,19.00,Drywall Finishing Tools > Columbia > Parts,"Columbia, Columbia Angle Head Repair Parts, Parts, Repair Parts",,,,,,,,,,,0,Columbia,,,,,,,,,,,,,,,,AH6A,,
simple,AH7-2,,"Frame Tension Spring- 2"" - [AH7-2]",1,0,visible,,<p>Angle Head Schematic (2014) Download schematic</p>,,,taxable,,1,,,0,0,0.02,,,,1,,,2.00,Drywall Finishing Tools > Columbia > Parts,"Columbia, Columbia Angle Head Repair Parts, Parts, Repair Parts",,,,,,,,,,,0,Columbia,,,,,,,,,,,,,,,,AH7-2,,
simple,AH7-2.5,,"Frame Tension Spring- 2.5"" - [AH7-2.5]",1,0,visible,,<p>Angle Head Schematic (2014) Download schematic</p>,,,taxable,,1,,,0,0,0.02,,,,1,,,2.00,Drywall Finishing Tools > Columbia > Parts,"Columbia, Columbia Angle Head Repair Parts, Parts, Repair Parts",,,,,,,,,,,0,Columbia,,,,,,,,,,,,,,,,AH7-2.5,,
simple,AH7-3,,"Framer Tention Spring- 3"" - [AH7-3]",1,0,visible,,<p>Angle Head Schematic (2014) Download schematic</p>,,,taxable,,1,,,0,0,0.02,,,,1,,,2.00,Drywall Finishing Tools > Columbia > Parts,"Columbia, Columbia Angle Head Repair Parts, Parts, Repair Parts",,,,,,,,,,,0,Columbia,,,,,,,,,,,,,,,,AH7-3,,
simple,AH7-3.5,,"Frame Tension Spring- 3.5"" - [AH7-3.5]",1,0,visible,,<p>Angle Head Schematic (2014) Download schematic</p>,,,taxable,,1,,,0,0,0.02,,,,1,,,2.00,Drywall Finishing Tools > Columbia > Parts,"Columbia, Columbia Angle Head Repair Parts, Parts, Repair Parts",,,,,,,,,,,0,Columbia,,,,,,,,,,,,,,,,AH7-3.5,,
simple,AH8,,Top Retainer Corner Clip - [AH8],1,0,visible,,<p>Angle Head Schematic (2014) Download schematic</p>,,,taxable,,1,,,0,0,0.02,,,,1,,,8.00,Drywall Finishing Tools > Columbia > Parts,"Columbia, Columbia Angle Head Repair Parts, Parts, Repair Parts",,,,,,,,,,,0,Columbia,,,,,,,,,,,,,,,,AH8,,
simple,AH8A,,"Top Retainer Corner Clip- 3.5"" or All Sizes Post 2014 - [AH8A]",1,0,visible,,<p>Angle Head Schematic (2014) Download schematic</p>,,,taxable,,1,,,0,0,0.02,,,,1,,,8.00,Drywall Finishing Tools > Columbia > Parts,"Columbia, Columbia Angle Head Repair Parts, Parts, Repair Parts",,,,,,,,,,,0,Columbia,,,,,,,,,,,,,,,,AH8A,,
simple,AH9,,Bottom Retainer Corner Clip - [AH9],1,0,visible,,<p>Angle Head Schematic (2014) Download schematic</p>,,,taxable,,1,,,0,0,0.02,,,,1,,,10.00,Drywall Finishing Tools > Columbia > Parts,"Columbia, Columbia Angle Head Repair Parts, Parts, Repair Parts",,,,,,,,,,,0,Columbia,,,,,,,,,,,,,,,,AH9,,
simple,AH9A,,"Bottom Retainer Corner Clip - 3.5"" or All Sizes Post 2014 - [AH9A]",1,0,visible,,<p>Angle Head Schematic (2014) Download schematic</p>,,,taxable,,1,,,0,0,0.02,,,,1,,,10.00,Drywall Finishing Tools > Columbia > Parts,"Columbia, Columbia Angle Head Repair Parts, Parts, Repair Parts",,,,,,,,,,,0,Columbia,,,,,,,,,,,,,,,,AH9A,,
simple,BH1,,Mounting Plate - [BH1],1,0,visible,,<p>180 Grip Box Handle Schematic (2014) Download schematic Hydra Reach 180 Grip Assembly Schematic (2015) Download schematic Hydra Reach Extendible Box Handle Schematic (2014) Download schematic</p>,,,taxable,,1,,,0,0,0.02,,,,1,,,31.00,Drywall Finishing Tools > Columbia > Parts,"Columbia, Columbia 180 Grip Box Handle Repair Parts, Columbia Hydra-Reach Box Handle Repair Parts, Parts, Repair Parts",,,,,,,,,,,0,Columbia,,,,,,,,,,,,,,,,BH1,,
simple,BH11,,Strap Connecting Pin - [BH11],1,0,visible,,<p>180 Grip Box Handle Schematic (2014) Download schematic</p>,,,taxable,,1,,,0,0,0.02,,,,1,,,3.00,Drywall Finishing Tools > Columbia > Parts,"Columbia, Columbia 180 Grip Box Handle Repair Parts, Parts, Repair Parts",,,,,,,,,,,0,Columbia,,,,,,,,,,,,,,,,BH11,,
simple,BH2,,Plate - [BH2],1,0,visible,,<p>180 Grip Box Handle Schematic (2014) Download schematic</p>,,,taxable,,1,,,0,0,0.02,,,,1,,,41.00,Drywall Finishing Tools > Columbia > Parts,"Columbia, Columbia 180 Grip Box Handle Repair Parts, Parts, Repair Parts",,,,,,,,,,,0,Columbia,,,,,,,,,,,,,,,,BH2,,
simple,BH24A,,Bearing Sleeve - [BH24A],1,0,visible,,<p>180 Grip Box Handle Schematic (2014) Download schematic</p>,,,taxable,,1,,,0,0,0.02,,,,1,,,4.00,Drywall Finishing Tools > Columbia > Parts,"Columbia, Columbia 180 Grip Box Handle Repair Parts, Parts, Repair Parts",,,,,,,,,,,0,Columbia,,,,,,,,,,,,,,,,BH24A,,
simple,BH26,,Cam - [BH26],1,0,visible,,<p>180 Grip Box Handle Schematic (2014) Download schematic</p>,,,taxable,,1,,,0,0,0.02,,,,1,,,9.00,Drywall Finishing Tools > Columbia > Parts,"Columbia, Columbia 180 Grip Box Handle Repair Parts, Parts, Repair Parts",,,,,,,,,,,0,Columbia,,,,,,,,,,,,,,,,BH26,,
simple,BH3,,Lower Mounting Bracket - [BH3],1,0,visible,,<p>180 Grip Box Handle Schematic (2014) Download schematic</p>,,,taxable,,1,,,0,0,0.02,,,,1,,,33.00,Drywall Finishing Tools > Columbia > Parts,"Columbia, Columbia 180 Grip Box Handle Repair Parts, Parts, Repair Parts",,,,,,,,,,,0,Columbia,,,,,,,,,,,,,,,,BH3,,
simple,BH4,,Lower Brake Lever - [BH4],1,0,visible,,<p>180 Grip Box Handle Schematic (2014) Download schematic</p>,,,taxable,,1,,,0,0,0.02,,,,1,,,27.00,Drywall Finishing Tools > Columbia > Parts,"Columbia, Columbia 180 Grip Box Handle Repair Parts, Parts, Repair Parts",,,,,,,,,,,0,Columbia,,,,,,,,,,,,,,,,BH4,,
simple,BH5,,Upper Mounting Bracket - [BH5],1,0,visible,,<p>180 Grip Box Handle Schematic (2014) Download schematic Hydra Reach 180 Grip Assembly Schematic (2015) Download schematic Hydra Reach Extendible Box Handle Schematic (2014) Download schematic</p>,,,taxable,,1,,,0,0,0.02,,,,1,,,10.00,Drywall Finishing Tools > Columbia > Parts,"Columbia, Columbia 180 Grip Box Handle Repair Parts, Columbia Hydra-Reach Box Handle Repair Parts, Parts, Repair Parts",,,,,,,,,,,0,Columbia,,,,,,,,,,,,,,,,BH5,,
simple,BH6,,Hinge Pin - [BH6],1,0,visible,,<p>180 Grip Box Handle Schematic (2014) Download schematic Hydra Reach 180 Grip Assembly Schematic (2015) Download schematic Hydra Reach Extendible Box Handle Schematic (2014) Download schematic</p>,,,taxable,,1,,,0,0,0.02,,,,1,,,10.00,Drywall Finishing Tools > Columbia > Parts,"Columbia, Columbia 180 Grip Box Handle Repair Parts, Columbia Hydra-Reach Box Handle Repair Parts, Parts, Repair Parts",,,,,,,,,,,0,Columbia,,,,,,,,,,,,,,,,BH6,,
simple,BH7,,Cam Follower - [BH7],1,0,visible,,<p>180 Grip Box Handle Schematic (2014) Download schematic</p>,,,taxable,,1,,,0,0,0.02,,,,1,,,15.00,Drywall Finishing Tools > Columbia > Parts,"Columbia, Columbia 180 Grip Box Handle Repair Parts, Parts, Repair Parts",,,,,,,,,,,0,Columbia,,,,,,,,,,,,,,,,BH7,,
simple,BH9-3,,Brake Connecting Strap - 3' - [BH9-3],1,0,visible,,<p>180 Grip Box Handle Schematic (2014) Download schematic</p>,,,taxable,,0,,,0,0,0.02,,,,1,,,27.00,Drywall Finishing Tools > Columbia > Parts,"Columbia, Columbia 180 Grip Box Handle Repair Parts, Parts, Repair Parts",,,,,,,,,,,0,Columbia,,,,,,,,,,,,,,,,BH9-3,,
simple,BH9-4,,Brake Connecting Strap - 4' - [BH9-4],1,0,visible,,<p>180 Grip Box Handle Schematic (2014) Download schematic</p>,,,taxable,,1,,,0,0,0.02,,,,1,,,31.00,Drywall Finishing Tools > Columbia > Parts,"Columbia, Columbia 180 Grip Box Handle Repair Parts, Parts, Repair Parts",,,,,,,,,,,0,Columbia,,,,,,,,,,,,,,,,BH9-4,,
simple,BH9-42,,"Brake Connecing Strap - 42"" - [BH9-42]",1,0,visible,,<p>180 Grip Box Handle Schematic (2014) Download schematic</p>,,,taxable,,1,,,0,0,0.02,,,,1,,,29.00,Drywall Finishing Tools > Columbia > Parts,"Columbia, Columbia 180 Grip Box Handle Repair Parts, Parts, Repair Parts",,,,,,,,,,,0,Columbia,,,,,,,,,,,,,,,,BH9-42,,
simple,BH9-5,,Brake Connecting Strap - 5' - [BH9-5],1,0,visible,,<p>180 Grip Box Handle Schematic (2014) Download schematic</p>,,,taxable,,1,,,0,0,0.02,,,,1,,,34.00,Drywall Finishing Tools > Columbia > Parts,"Columbia, Columbia 180 Grip Box Handle Repair Parts, Parts, Repair Parts",,,,,,,,,,,0,Columbia,,,,,,,,,,,,,,,,BH9-5,,
